"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG","poss.number","def.number"
1132,"79","D","ENG","Stokes","passes.b.c",NA,NA,NA,"D","BOS","M Hasanbegovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,"79","-",NA,NA,NA,NA,NA,NA,"M","BOS","Seslija","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,"79","F","ENG","Duggan","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,"79","F","ENG","Duggan","passes.s.c",NA,NA,"switch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,"79","D","ENG","Houghton","passes.f",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1136,"80","D","BOS","Kulis","passes.f",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1137,"80","M","BOS","Hadzic","aerial.lost",NA,NA,NA,"M","ENG","Bassett","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1138,"80","D","ENG","Turner","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1139,"80","D","ENG","Turner","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140,"80","M","ENG","Davison","passes.s.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141,"80","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,"80","F","ENG","J Scott","passes.f",NA,NA,NA,"M","BOS","Nikolic","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,"80","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1144,"80","D","ENG","Stoney","passes.s.c",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1145,"80","D","ENG","Houghton","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1146,"80","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,"80","F","ENG","Duggan","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,"80","M","ENG","Nobbs","passes.f",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149,"80","M","BOS","Seslija","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1150,"80","M","BOS","Seslija","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1151,"80","D","ENG","Stoney","passes.s.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152,"80","M","ENG","Bassett","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153,"80","D","ENG","Houghton","take.on.won",NA,NA,NA,"M","BOS","Hadzic","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,"80","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,"80","F","ENG","Duggan","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,"80","M","ENG","Bassett","passes.f.c",NA,NA,"lay.off","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,"80","F","ENG","Duggan","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,"80","F","ENG","J Scott","passes.b.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1159,"81","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1160,"81","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1161,"81","M","ENG","Bassett","shots.missed",NA,NA,NA,"D","BOS","Amira Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1161,"81","-",NA,NA,NA,NA,NA,NA,"GK","BOS","Hodzic","gk.shot.miss",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1162,"81","D","BOS","Dijakovic","substitution.off",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,"81","-","BOS","Lihovic","substitution.on",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,"81","GK","BOS","Hodzic","passes.f",NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,"81","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,"81","D","BOS","Amira Spahic","aerial.lost",NA,NA,NA,"M","ENG","Bassett","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1166,"81","F","BOS","Alisa Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,"81","F","BOS","Alisa Spahic","passes.f",NA,NA,NA,"D","ENG","Houghton","challenged",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1168,"82","D","ENG","Turner","passes.s.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1169,"82","F","ENG","J Scott","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,"82","D","ENG","Houghton","passes.s.c",NA,NA,"switch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,"82","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,"82","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1173,"82","F","ENG","Duggan","passes.b.c",NA,NA,"lay.off","M","BOS","Seslija","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,"82","M","ENG","Nobbs","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,"82","M","ENG","Nobbs","passes.s.c",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1176,"82","D","ENG","Houghton","passes.s.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,"82","D","ENG","Turner","passes.f",NA,NA,NA,"D","BOS","Kulis","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,"82","D","BOS","Kulis","passes.f",NA,NA,NA,"F","ENG","J Scott","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,"82","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,"82","D","ENG","Houghton","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,"82","D","ENG","Stoney","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,"82","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,"82","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,"82","F","ENG","Duggan","passes.s.c",NA,NA,NA,"D","BOS","Amira Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,"82","F","ENG","Aluko","dispossessed",NA,NA,NA,"M","BOS","Seslija","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,"82","M","BOS","Nikolic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,"82","M","BOS","Nikolic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,"83","GK","ENG","Bardsley","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,"83","GK","ENG","Bardsley","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,"83","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,"83","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,"83","M","ENG","Nobbs","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,"83","D","ENG","Stokes","passes.s.c",NA,NA,"lay.off","-","BOS","Lihovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,"83","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,"83","F","ENG","Duggan","passes.b.c",NA,NA,"lay.off","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,"83","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,"83","F","ENG","Duggan","lost.touch",NA,NA,NA,"D","BOS","Amira Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,"83","-",NA,NA,NA,NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,"83","D","BOS","Amira Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,"83","D","BOS","Amira Spahic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,"83","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,"83","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,"83","D","ENG","Turner","passes.f",NA,NA,"corner.crosses","M","BOS","Radeljic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,"83","-",NA,NA,NA,NA,NA,NA,"D","BOS","Kulis","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,"83","M","BOS","Aleksic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,"83","M","BOS","Aleksic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,"83","-",NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,"83","M","ENG","Bassett","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,"83","M","ENG","Bassett","passes.f.c",NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,"83","-",NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,"83","M","ENG","Davison","take.on.won",NA,NA,NA,"D","BOS","Kulis","dribbled.out.run",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,"83","M","ENG","Davison","lost.touch",NA,NA,NA,"M","BOS","Aleksic","clearances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,"83","M","ENG","Davison","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,"83","M","ENG","Davison","dispossessed",NA,NA,NA,"M","BOS","Aleksic","tackles.ball",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
1211,"84","D","ENG","Houghton","substitution.off",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,"84","D","ENG","Rose","substitution.on",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,"84","D","ENG","Turner","passes.s.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,"84","F","ENG","J Scott","passes.s",NA,NA,NA,"M","BOS","Aleksic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,"84","D","BOS","Amira Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,"84","D","BOS","Amira Spahic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,"84","M","BOS","Aleksic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,"84","M","BOS","Aleksic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,"84","D","ENG","Turner","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,"84","D","ENG","Turner","passes.s",NA,NA,"corner.crosses","-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1221,"85","GK","BOS","Hodzic","passes.f",NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,"85","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,"85","F","ENG","J Scott","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,"85","F","ENG","J Scott","passes.f",NA,NA,NA,"D","BOS","Kulis","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,"85","M","ENG","Nobbs","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,"85","M","ENG","Nobbs","passes.b",NA,NA,NA,"M","BOS","Nikolic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,"85","F","BOS","Alisa Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,"85","F","BOS","Alisa Spahic","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,"85","M","BOS","Nikolic","passes.f",NA,NA,NA,"M","ENG","Bassett","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,"85","-",NA,NA,NA,NA,NA,NA,"D","ENG","Turner","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,"85","M","ENG","Bassett","lost.touch",NA,NA,NA,"M","BOS","Nikolic","challenged",NA,NA,NA,"fouls.conceded",NA,"fouls.won","fw",NA,NA,NA
1230,"86","D","BOS","Kulis","passes.f",NA,NA,"free.kick","D","ENG","Rose","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,"86","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,"86","D","ENG","Stokes","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,"86","D","ENG","Stokes","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1233,"86","-","BOS","Lihovic","passes.s.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,"86","M","BOS","Nikolic","lost.touch",NA,NA,NA,"D","ENG","Stokes","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,"86","-",NA,NA,NA,NA,NA,NA,"M","ENG","Bassett","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,"86","F","ENG","Duggan","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1236,"86","F","ENG","Duggan","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,"86","M","BOS","Seslija","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,"86","M","BOS","Seslija","passes.f",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1239,"86","D","ENG","Stokes","passes.s.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,"86","M","ENG","Bassett","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,"86","M","ENG","Bassett","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,"86","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,"86","F","ENG","J Scott","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,"86","D","ENG","Rose","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,"86","D","ENG","Rose","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,"86","D","ENG","Stoney","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,"86","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,"86","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,"87","F","ENG","Duggan","passes.f",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,"87","D","BOS","Kulis","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,"87","D","BOS","Kulis","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,"87","D","ENG","Rose","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,"87","D","ENG","Rose","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,"87","M","ENG","Davison","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,"87","D","ENG","Rose","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,"87","D","ENG","Stoney","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,"87","D","ENG","Stoney","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,"87","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,"87","D","ENG","Stokes","passes.b.c",NA,NA,NA,"D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,"87","D","ENG","Rose","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,"87","F","ENG","J Scott","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,"87","D","ENG","Rose","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1263,"87","D","ENG","Stoney","passes.f",NA,NA,"th","-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1264,"88","GK","BOS","Hodzic","passes.f.c",NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,"88","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265,"88","M","BOS","Nikolic","aerial.won",NA,NA,NA,"M","ENG","Davison","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,"88","D","ENG","Turner","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,"88","D","ENG","Turner","clearances",NA,NA,NA,"M","BOS","Radeljic","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1268,"88","D","BOS","Kulis","passes.f",NA,NA,"throw.in","D","ENG","Turner","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,"88","F","ENG","J Scott","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,"88","F","ENG","J Scott","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271,"88","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,"88","D","ENG","Stokes","movement",NA,NA,NA,"-","BOS","Lihovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,"88","D","ENG","Stokes","lost.touch",NA,NA,NA,"-","BOS","Lihovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,"88","M","BOS","Seslija","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,"88","M","BOS","Seslija","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,"88","D","ENG","Stokes","passes.b.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,"88","F","ENG","Duggan","passes.s.c",NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,"89","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,"89","F","ENG","Duggan","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,"89","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,"89","D","ENG","Rose","shots.missed",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
1281,"89","-",NA,NA,NA,NA,NA,NA,"GK","BOS","Hodzic","gk.shot.miss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,"89","GK","BOS","Hodzic","passes.f",NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,"89","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,"89","D","BOS","Kulis","aerial.lost",NA,NA,NA,"M","ENG","Davison","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,"89","D","ENG","Stokes","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,"89","D","ENG","Stokes","passes.f",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,"89","M","BOS","Aleksic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,"89","M","BOS","Aleksic","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,"89","M","BOS","Nikolic","passes.f",NA,NA,NA,"M","ENG","Bassett","pressured",NA,NA,NA,"fouls.conceded",NA,"fouls.won","fw",NA,NA,NA
1289,"89","M","ENG","Nobbs","passes.s.c",NA,NA,"free.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,"89","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,"89","F","ENG","J Scott","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,"89","F","ENG","Aluko","passes.b.c",NA,NA,"lay.off","D","BOS","M Hasanbegovic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,"89","F","ENG","J Scott","lost.touch",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,"89","D","BOS","Amira Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,"89","D","BOS","Amira Spahic","clearances",NA,NA,NA,"F","ENG","J Scott","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,"89","D","ENG","Rose","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,"89","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
